req_no	thread_id	answer_title	answer_author	work_id	work_title	work_author	readinglog_count	first_publish_year
939	22955040	A Darkling Sea		https://openlibrary.org/works/OL17867173W	A Darkling Sea	James L. Cambias	17	2014.0
940	22957137	Flaming June 		https://openlibrary.org/works/OL9706260W	Flaming June	Mrs. George de Horne Vaizey	0	2007.0
941	22957422	A Tale of Time City	Diana Wynne Jones	https://openlibrary.org/works/OL60142W	A Tale of Time City	Diana Wynne Jones	39	1987.0
942	22957621	 The Off Season 		https://openlibrary.org/works/OL21537519W	'Tis the off-season	Belle Payton	3	2015.0
943	22958920	Caravan Creek		https://openlibrary.org/works/OL4924991W	Caravan Creek	Gladys Mitchell	2	1964.0
944	22959043	Knight's Fee		https://openlibrary.org/works/OL1417782W	Knight's fee	Rosemary Sutcliff	10	1960.0
945	22959635	Cinderella	Barbara McClintock	https://openlibrary.org/works/OL1933066W	Cinderella	Barbara McClintock	15	2005.0
946	22960931	On Fortune's Wheel	Cynthia Voigt	https://openlibrary.org/works/OL29396964W	On Fortune's Wheel		0	
947	22961468	Starstruck	Brenda Hiatt	https://openlibrary.org/works/OL19332821W	Starstruck	Brenda Hiatt	3	2013.0
948	22962278	The Last Vampire	Christopher Pike	https://openlibrary.org/works/OL1000705W	The Last Vampire	Christopher Pike	143	1994.0
949	22962487	Sword of the Rightful King		https://openlibrary.org/works/OL97336W	Sword of the Rightful King	Jane Yolen	10	2003.0
950	22962596	Another Faust	Daniel Nayeri and Dina Nayeri	https://openlibrary.org/works/OL16460533W	Another Faust	Daniel Nayeri	2	2009.0
951	22964072	House of Stairs	William Sleator	https://openlibrary.org/works/OL55603W	House of Stairs	William Sleator	93	1974.0
952	22964116	The Secret of Dead Man's Cove	R. J. McGregor	https://openlibrary.org/works/OL7977241W	The Secret of Dead Man's Cove	R.J. Mcgregor	0	1948.0
953	22965684	The Bride’s Baby		https://openlibrary.org/works/OL5691470W	The Bride's Baby	Liz Fielding	8	2008.0
954	22966016	Give Me Peace		https://openlibrary.org/works/OL30676273W	He Gives Me Peace	Dionne Hail	0	2020.0
955	22966685	Legacy series		https://openlibrary.org/works/OL151515W	La Poetica	Aristotle	600	1479.0
956	22966771	The House Between the Worlds		https://openlibrary.org/works/OL21868175W	Study Guide	SuperSummary	1158	2017.0
957	22966949	Gentle Warrior		https://openlibrary.org/works/OL26940W	Gentle Warrior	Julie Garwood; Anne Flosnik	22	1985.0
958	22967404	Nothing Gold Can Stay		https://openlibrary.org/works/OL2014952W	Nothing gold can stay	Rosemary Matteson	0	1995.0
959	22967475	The Runelords		https://openlibrary.org/works/OL90735W	The Runelords	David Farland	11	1998.0
960	22970198	Tell Tales	Karen Day				0	
961	22972089	The Forgetting	Sharon Cameron	https://openlibrary.org/works/OL21313147W	Forgetting	Sharon Cameron	6	2016.0
962	22972625	In Real Life I'm Just Kate	Barbara Morgenroth	https://openlibrary.org/works/OL2272772W	In real life I'm just Kate	Barbara Morgenroth	1	1981.0
963	22973000	I'll Be There		https://openlibrary.org/works/OL17898154W	I'll be there	Anne E. Schraff	2	2014.0
964	22973449	After the Night		https://openlibrary.org/works/OL491796W	After the night	Linda Howard	70	1995.0
965	22974004	The Trophy Husband		https://openlibrary.org/works/OL7990778W	The Trophy Husband	Lynne Graham	118	1996.0
966	22974377	A Jar of Dreams	Yoshiko Uchida	https://openlibrary.org/works/OL2616992W	A Jar of Dreams	Yoshiko Uchida	50	1981.0
967	22975768	The Secret Country	Jane Johnson	https://openlibrary.org/works/OL3255573W	The secret country	Jane Johnson; Jane Johnson	0	2005.0
968	22976373	Paradises		https://openlibrary.org/works/OL468488W	This Side of Paradise	F. Scott Fitzgerald	253	1920.0
969	22977374	Every Day in December		https://openlibrary.org/works/OL25278345W	Every Day in December	Kitty Wilson	0	2021.0
970	22978464	The Western	Allen Eyles				0	
971	22978786	The Clockwork Three		https://openlibrary.org/works/OL16660541W	Clockwork Three	Matthew Kirby	2	2010.0
972	22979035	Unexpected: Eleven Mysterious Stories	Laura E. Williams story: Loser	https://openlibrary.org/works/OL103284W	Unexpected	Laura E. Williams	1	2005.0
973	22980192	Ruthless Heart		https://openlibrary.org/works/OL24242428W	His Ruthless Heart	Johanna Lindsey	16	2006.0
974	22981288	Sun Dance		https://openlibrary.org/works/OL14848368W	Sun dance	Fred Grove	2	1958.0
975	22982906	No Baggage: A Minimalist Tale of Love and Wandering	Clara Bensen	https://openlibrary.org/works/OL17356816W	No Baggage	Clara Bensen	4	2016.0
976	22983495	Only If You Dare: 13 Stories of Darkness and Doom	Josh Allen	https://openlibrary.org/works/OL25482344W	Only If You Dare	Josh Allen; Sarah J Coleman	0	2021.0
977	22983940	The Possession	Jesse Harris	https://openlibrary.org/works/OL4090804W	The possession	Jesse Harris	1	1992.0
978	22985578	The One Safe Place	Tania Unsworth	https://openlibrary.org/works/OL21163767W	One Safe Place	Tania Unsworth	7	2014.0
979	22986838	The Ladies' Paradise		https://openlibrary.org/works/OL24393832W	The Ladies' Paradise	Émile Zola	1	2018.0
980	22987810	You & Me at the End of the World	Brianna Bourne	https://openlibrary.org/works/OL24344481W	You & Me at the End of the World	Brianna Bourne	63	2021.0
981	22988113	Realtime Interrupt		https://openlibrary.org/works/OL175684W	Realtime Interrupt	James P. Hogan	2	1995.0
982	22988147	A Bridge to Wiseman's Cove	James Moloney	https://openlibrary.org/works/OL788271W	A Bridge to Wiseman's Cove	James Moloney	11	1996.0
983	22988185	Find You in The Dark		https://openlibrary.org/works/OL19747990W	Find you in the dark	Nathan Ripley	1	2018.0
984	22988292	The Inadequate Heir	Danielle L. Jensen	https://openlibrary.org/works/OL26911630W	Inadequate Heir	Danielle L. Jensen	6	2021.0
985	22988790	Rosie and Michael	Judith Viorst	https://openlibrary.org/works/OL1932030W	Rosie and Michael	Judith Viorst	4	1974.0
986	22989558	M31: A Family Romance		https://openlibrary.org/works/OL15751572W	M31, a family romance	Wright, Stephen	1	1996.0
987	22990903	Hotel Paradise 		https://openlibrary.org/works/OL3594462W	Hotel Paradise	Bridget Anderson	1	2006.0
988	22991269	The Haunted Graveyard and Other True Ghost Stories	Allan Zullo  story: The Spirit of the Waverly Inn	https://openlibrary.org/works/OL576648W	The haunted graveyard and other true ghost stories	Allan Zullo	2	1996.0
989	22991345	ALIEN LORD'S CAPTIVE		https://openlibrary.org/works/OL19631789W	Alien Lord's Captive (Warriors of the Lathar)	Mina Carter	2	2018.0
990	22993047	Strong Enough		https://openlibrary.org/works/OL20253132W	Strong Enough	Cardeno C.	1	2013.0
991	22993060	Endgame: The Calling		https://openlibrary.org/works/OL20014605W	Endgame	James Frey; Nils Johnson-Shelton	4	2014.0
993	22993507	Can’t Look Away		https://openlibrary.org/works/OL25958050W	Can't Look Away	Carola Lovering	2	2022.0
994	22993856	If You Find Me: A Novel	Emily Murdoch	https://openlibrary.org/works/OL17359876W	If You Find Me	Emily Murdoch	54	2013.0
995	22993927	Skin Deep	Lois Ruby	https://openlibrary.org/works/OL50204W	Skin Deep	Lois Ruby	1	1994.0
996	22994496	Seconding Anthem		https://openlibrary.org/works/OL28775081W	Study Guide	SuperSummary	38	2018.0
997	22994528	What Eric Knew		https://openlibrary.org/works/OL15155972W	What Eric knew	James Howe	6	1985.0
998	22995272	Speak Softly, She Can Hear 		https://openlibrary.org/works/OL5733824W	Speak softly, she can hear	Pam Lewis	3	2005.0
999	22995359	Trigger Warning		https://openlibrary.org/works/OL17348681W	Trigger Warning	Neil Gaiman	113	2001.0
1000	22995457	Dead Souls		https://openlibrary.org/works/OL17396611W	Dead Souls	Николай Васильевич Гоголь	36	1942.0
1001	22995674	Safe in your fire		https://openlibrary.org/works/OL29590334W	Fire Safety in Your Home	Dan Mazzella	0	2018.0
1002	22995793	Sofi Mendoza's Guide to Getting Lost in Mexico		https://openlibrary.org/works/OL8317406W	Sofi Mendoza's Guide to Getting Lost in Mexico	Malin Alegria	0	2007.0
1003	22998033	The Blue Door		https://openlibrary.org/works/OL5711156W	The Blue Door	David Fulmer	3	2008.0
1004	22998830	Game Plan		https://openlibrary.org/works/OL14903581W	Laws, etc	Great Britain.	223	1691.0
1005	22998874	Nina of the Dark	Ken Catran	https://openlibrary.org/works/OL27057947W	Nina of the dark	Ken Catran	1	2009.0
1006	22999558	Before I Go		https://openlibrary.org/works/OL19633909W	Before I Go to Sleep	S. J. Watson	113	2011.0
1007	22999913	Treasure at the Heart of the Tanglewood	Meredith Ann Pierce	https://openlibrary.org/works/OL119596W	Treasure at the Heart of the Tanglewood	Meredith Ann Pierce	15	2001.0
1008	23000402	Mansfield Park (Real Reads)	Gill Tavner	https://openlibrary.org/works/OL17539505W	"Mansfield Park
            
                Real Reads"	Gill Tavner	0	2008.0
1009	23000645	Shadow and Evil in Fairy Tales		https://openlibrary.org/works/OL573492W	Shadow and evil in fairy tales	Marie-Louise von Franz; Marie-Louise von Franz	23	1974.0
1011	23002421	On a Quiet Street 		https://openlibrary.org/works/OL26120824W	On a Quiet Street	Seraphina Nova Glass	9	2022.0
1012	23003284	Life on Mars	Jennifer Brown	https://openlibrary.org/works/OL21094593W	Life on Mars	Jennifer Brown	1	2015.0
1013	23004711	In Another Lifetime		https://openlibrary.org/works/OL27887282W	In Another Lifetime	Enrique Meseguer; Francois Keyser	0	2021.0
1014	23004728	Angel Eyes		https://openlibrary.org/works/OL2454263W	Angel eyes	Eric Van Lustbader	7	1991.0
1015	23005426	Plain Kate	Erin Bow	https://openlibrary.org/works/OL15325604W	Plain Kate	Erin Bow	8	2010.0
1016	23005848	Midnight is a Lonely Place		https://openlibrary.org/works/OL1838868W	Midnight is a lonely place	Barbara Erskine	4	1994.0
1017	23006087	What I Saw and How I Lied	Judy Blundell	https://openlibrary.org/works/OL1907723W	What I saw and how I lied	Judy Blundell; Judy Blundell	12	2008.0
1018	23006335	Rabbit and the Promise Sign	Pat Day-Bivins and Philip Date Smith aka The Rabbit and the Promise Sign	https://openlibrary.org/works/OL2771095W	The rabbit and the promise sign	Pat Day-Bivins	0	1998.0
1019	23006896	Suddenly Forbidden		https://openlibrary.org/works/OL20541441W	Suddenly Forbidden	Ella Fields	3	2018.0
1020	23006984	Daisy, Buttercup, and Weed	Ben M. Baglio	https://openlibrary.org/works/OL15861088W	Daisy, Buttercup, and Weed	Ben M. Baglio	0	2002.0
1021	23007396	The Boy Who Wanted a Family		https://openlibrary.org/works/OL4983698W	The boy who wanted a family	Shirley Gordon	1	1980.0
1022	23007432	Happily ever after		https://openlibrary.org/works/OL17566401W	The Bridgertons	Julia Quinn	79	2013.0
1023	23007629	The second life of Captain Contreras	Torcuato Luca de Tena og title: La otra vida del capitán Contreras	https://openlibrary.org/works/OL35281258W	The second life of Captain Contreras	Torcuato Luca de Tena	0	1960.0
1024	23007957	The Garden		https://openlibrary.org/works/OL69612W	The Secret Garden	Frances Hodgson Burnett	1181	1911.0
1025	23008079	Fighting Words	Kimberly Brubaker Bradley	https://openlibrary.org/works/OL20890842W	Fighting Words	Kimberly Brubaker Bradley	21	2020.0
1026	23008322	Rockstar		https://openlibrary.org/works/OL38655036W	Rockstar	Rowe, Lauren (Romance novelist)	0	2024.0
1027	23008530	The Book of Goodnight Stories	Vratislav Stovicek	https://openlibrary.org/works/OL29313325W	The Book of Goodnight Stories	Vratislav Stovicek; Karel Franta	0	1992.0
1028	23009351	The Valentine's Day Disaster		https://openlibrary.org/works/OL8115931W	Valentine's day disaster	Elisabetta Dami	81	2006.0
1029	23011506	Local Girl Missing		https://openlibrary.org/works/OL32416272W	Local Girl Missing	Baker, J. A.	1	2022.0
1030	23011676	Four Truths and a Lie	Lauren Barnholdt	https://openlibrary.org/works/OL8755702W	Four Truths and a Lie	Lauren Barnholdt	6	2008.0
1031	23011789	Matt's Million	Andrew Norriss	https://openlibrary.org/works/OL7979482W	Matt's Million	Andrew Norriss	3	1995.0
1032	23011823	The Ghost of Fossil Glen	Cynthia DeFelice				0	
1033	23011952	 Tomorrow and Tomorrow 		https://openlibrary.org/works/OL26004554W	Tomorrow, and Tomorrow, and Tomorrow	Gabrielle Zevin	335	2022.0
1034	23012864	Queen of Shadows		https://openlibrary.org/works/OL17718538W	Queen of Shadows	Sarah J. Maas	518	2015.0
1035	23013034	A Fire Upon the Deep		https://openlibrary.org/works/OL1975714W	A Fire upon the Deep	Vernor Vinge	269	1992.0
1036	23013446	The Girl in Cabin 13		https://openlibrary.org/works/OL20649642W	The Girl in Cabin 13	A. J. Rivers	20	2020.0
1037	23013686	The Night Garden		https://openlibrary.org/works/OL23558W	The Night Gardener	George P. Pelecanos	89	2006.0
1038	23014238	The Little White Horse	Elizabeth Goudge	https://openlibrary.org/works/OL535201W	The Little White Horse	Elizabeth Goudge	160	1920.0
1039	23014291	Masters of Glass		https://openlibrary.org/works/OL23869W	Les Contes de ma mère l'Oye	Charles Perrault	145	1675.0
1040	23014351	The Secret of Platform 13	Eva Ibbotson	https://openlibrary.org/works/OL104422W	The secret of platform 13	Eva Ibbotson; Yi bo sen; Jiang shu qin	36	1994.0
1041	23014746	Forgive Me If I've Told You This Before		https://openlibrary.org/works/OL19994067W	Forgive me if I've told you this before	Karelia Stetz-Waters	1	2014.0
1042	23015118	End of the World		https://openlibrary.org/works/OL1838410W	It's Not the End of the World	Judy Blume	75	1970.0
1043	23015229	Forged in Fire		https://openlibrary.org/works/OL22645273W	Forged in fire	Trish McCallan	0	2011.0
1044	23015321	The War of Powers		https://openlibrary.org/works/OL45499W	Tao te Ching	老子; James Legge; Gia-Fu Feng; Stacie Mallinson; Jeff Mallinson; Peter Kang; John Minford; Stephen Mitchell	867	1842.0
1045	23015373	The Love Detective		https://openlibrary.org/works/OL472715W	The Mysterious Affair at Styles	Agatha Christie; Aric Cushing; Bookstar	719	1920.0
1046	23015485	Life From Scratch: A Memoir of Food, Family, and Forgiveness	Sasha Martin	https://openlibrary.org/works/OL19996794W	Life from scratch	Sasha Martin	2	2015.0
1047	23015768	Just One Song		https://openlibrary.org/works/OL39718035W	Just One Song	Stacey Lynn	0	2013.0
1048	23016062	Edgar, Allan, and Poe, and the Tell-Tale Beets	Natalie Rompella	https://openlibrary.org/works/OL24262405W	Edgar, Allan, and Poe and the tell-tale beets	Natalie Rompella	0	2009.0
1049	23016529	Dragon's Green	Scarlett Thomas	https://openlibrary.org/works/OL21145046W	Dragon's Green	Scarlett Thomas	3	2017.0
1050	23016584	Robin Hood: An Illustrated Adventure Classic		https://openlibrary.org/works/OL2021953W	Robin Hood	Howard Pyle	231	1883.0
1051	23016787	Shadowgate	Emily Rodda	https://openlibrary.org/works/OL2887129W	Shadowgate (Dragons of Deltora #2)	Emily Rodda	21	2004.0
1052	23017161	Happyland	I. M. Strange	https://openlibrary.org/works/OL21494438W	Happyland	I. M. Strange	1	2013.0
1053	23017464	The Hakawati		https://openlibrary.org/works/OL14927199W	The Hakawati	Rabih Alameddine	7	2008.0
1054	23017633	Twisted Pretty Things		https://openlibrary.org/works/OL26870193W	Twisted Pretty Things	Ariana Nash	0	2021.0
1055	23017659	Not That Kind Of Girl	Siobhan Vivian	https://openlibrary.org/works/OL15437463W	NOT THAT KIND OF GIRL	Siobhan Vivian	12	2010.0
1056	23018126	The Animals' Bedtime Storybook	Wendy Cooling (Editor)	https://openlibrary.org/works/OL27064344W	Animals' Bedtime Storybook	Wendy Cooling; Penny Dann	0	2001.0
1057	23018380	The Silver Secret	Sharon M. Draper	https://openlibrary.org/works/OL15518365W	Sassy	Sharon M. Draper	0	2010.0
1058	23018850	Just for You! A Mom Like No Other		https://openlibrary.org/works/OL5709433W	A mom like no other	Christine Taylor-Butler; Nancy Devard	3	2004.0
1059	23019262	The Music of Chance		https://openlibrary.org/works/OL1682232W	The Music of Chance	Paul Auster	23	1990.0
1060	23019713	Over You	Emma McLaughlin and Nicola Kraus	https://openlibrary.org/works/OL16591794W	Over you	Emma McLaughlin	3	2012.0
1061	23019970	The predators		https://openlibrary.org/works/OL38074645W	The Predator	RuNyx	66	2019.0
1062	23020810	Columbus Day		https://openlibrary.org/works/OL2724679W	Columbus Day	Paul Showers	1	1965.0
1063	23021004	Fake ID: The Hunted	Walter Sorrells				0	
1064	23021639	Planet Earth Is Blue	Nicole Panteleakos	https://openlibrary.org/works/OL19912637W	Planet Earth is Blue	Nicole Panteleakos	14	2019.0
1065	23022012	Things We Left Behind 		https://openlibrary.org/works/OL34811234W	Things We Left Behind	Lucy Score	266	2023.0
1066	23022097	The Detour		https://openlibrary.org/works/OL1503657W	The detour	Owen Davis	0	1922.0
1067	23022737	Pax	Sara Pennypacker	https://openlibrary.org/works/OL17364508W	Pax	Sara Pennypacker	122	2016.0
1068	23023509	Things we left Behind 		https://openlibrary.org/works/OL34811234W	Things We Left Behind	Lucy Score	266	2023.0
1069	23024617	The Taker		https://openlibrary.org/works/OL14942956W	The Call of the Wild	Jack London	864	1903.0
1070	23024658	Special	Bella Bathurst				0	
1071	23024956	Did I Say That Out Loud?: Midlife Indignities and How to Survive Them	Kristin Van Ogtrop	https://openlibrary.org/works/OL25053818W	Did I Say That Out Loud?	Kristin van Ogtrop	0	2021.0
1072	23025050	Attack of the Soggy Underwater People		https://openlibrary.org/works/OL14865117W	Attack of the Soggy Underwater People	Dan Greenburg	0	2002.0
1073	23026228	The Shadow Thieves	Anne Ursu	https://openlibrary.org/works/OL5722035W	The shadow thieves	Anne Ursu	6	2006.0
1074	23026291	The Year the Wolves Came		https://openlibrary.org/works/OL3486114W	The year the wolves came	Bebe Faas Rice	2	1994.0
1075	23026664	Hour of the Bees	Lindsay Eagar	https://openlibrary.org/works/OL20026687W	Hour of the bees	Lindsay Eagar	13	2016.0
1076	23026713	Going Solo	Roald Dahl	https://openlibrary.org/works/OL45875W	Going Solo	Roald Dahl	352	1986.0
